konum,fiyat,marka,seri,model,yil,kilometre,vites_tipi,yakit_tipi,kasa_tipi,motor_hacmi,motor_gucu,cekis,ortalama_yakit_tuketimi,yakit_deposu,tramer,degisen,boyali
 Afyonkarahisar,260000.0,Fiat,Linea,1.3 Multijet Active,2011,206100.0,Düz,Dizel,Sedan,1248.0,90.0,Önden Çekiş,4.9,45.0,0.0,0,0
 Afyonkarahisar,355000.0,Opel,Astra,1.4 GL,2000,275000.0,Düz,LPG & Benzin,Hatchback/5,1388.0,90.0,Önden Çekiş,6.4,52.0,0.0,0,0
 Afyonkarahisar,395000.0,Fiat,Linea,1.3 Multijet Active Plus,2012,273000.0,Düz,Dizel,Sedan,1248.0,90.0,Önden Çekiş,4.9,45.0,0.0,1,5
 Afyonkarahisar,205000.0,Opel,Vectra,2.0 GLS,1994,430000.0,Düz,LPG & Benzin,Sedan,1998.0,115.0,Önden Çekiş,8.7,61.0,0.0,0,0
 Afyonkarahisar,899000.0,Fiat,Egea,1.4 Fire Urban,2022,33000.0,Düz,Benzin,Sedan,1368.0,95.0,Önden Çekiş,6.4,45.0,0.0,0,0
 Afyonkarahisar,550000.0,Volkswagen,Jetta,1.6 Primeline,2007,224000.0,Düz,LPG & Benzin,Sedan,1595.0,102.0,Önden Çekiş,7.4,55.0,0.0,0,4
 Afyonkarahisar,615000.0,Chevrolet,Cruze,1.6 LS,2011,175000.0,Düz,LPG & Benzin,Hatchback/5,1598.0,124.0,Önden Çekiş,6.6,60.0,0.0,0,2
 Afyonkarahisar,300000.0,Peugeot,206,1.4 Desire,2004,260000.0,Otomatik,LPG & Benzin,Hatchback/5,1360.0,76.0,Önden Çekiş,6.4,50.0,0.0,3,4
 Afyonkarahisar,199000.0,Opel,Corsa,1.4 Sport,1998,257000.0,Düz,LPG & Benzin,Hatchback/3,1389.0,90.0,Önden Çekiş,7.4,42.0,0.0,0,0
 Afyonkarahisar,500000.0,Volkswagen,Polo,1.4 Comfortline,2004,210000.0,Düz,LPG & Benzin,Hatchback/5,1390.0,75.0,Önden Çekiş,6.4,45.0,0.0,0,1
 Afyonkarahisar,520000.0,Hyundai,i10,1.0 D-CVVT Jump,2017,182000.0,Düz,LPG & Benzin,Hatchback/5,998.0,65.0,Önden Çekiş,4.7,40.0,0.0,0,0
 Afyonkarahisar,240000.0,Hyundai,Accent,1.5 1.5i GL,2000,213000.0,Otomatik,LPG & Benzin,Sedan,1495.0,102.0,Önden Çekiş,7.8,45.0,0.0,2,0
 Afyonkarahisar,365000.0,Opel,Corsa,1.2 Comfort,2003,196000.0,Yarı Otomatik,Benzin,Hatchback/5,1199.0,75.0,Önden Çekiş,6.2,44.0,0.0,0,3
 Afyonkarahisar,230000.0,Opel,Astra,1.4 GL,1998,286500.0,Düz,LPG & Benzin,Hatchback/5,1389.0,60.0,Önden Çekiş,7.0,52.0,0.0,0,0
 Afyonkarahisar,780000.0,Renault,Clio,1.5 dCi Joy,2017,167000.0,Düz,Dizel,Hatchback/5,1461.0,75.0,Önden Çekiş,3.6,45.0,0.0,0,0
 Afyonkarahisar,1030000.0,Volkswagen,Passat,1.6 TDi BlueMotion Highline,2012,195000.0,Düz,Dizel,Sedan,1598.0,105.0,Önden Çekiş,4.3,70.0,0.0,0,0
 Afyonkarahisar,455000.0,Citroen,C-Elysee,1.6 HDi Shine,2017,261000.0,Düz,Dizel,Sedan,1560.0,93.0,Önden Çekiş,4.1,48.0,0.0,3,5
 Afyonkarahisar,520000.0,Fiat,Linea,1.3 Multijet Dynamic,2007,162000.0,Düz,Dizel,Sedan,1248.0,90.0,Önden Çekiş,4.9,45.0,0.0,0,0
 Afyonkarahisar,300000.0,Peugeot,307,1.4 HDi XR,2004,235000.0,Düz,Dizel,Hatchback/5,1398.0,69.0,Önden Çekiş,4.5,60.0,0.0,0,12
 Afyonkarahisar,1225000.0,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2015,242000.0,Yarı Otomatik,Dizel,Sedan,1598.0,120.0,Önden Çekiş,4.0,66.0,620.0,0,0
 Afyonkarahisar,290000.0,Peugeot,307,1.4 HDi XR,2004,258456.0,Düz,Dizel,Hatchback/5,1398.0,69.0,Önden Çekiş,4.5,60.0,0.0,1,0
 Afyonkarahisar,238000.0,Ford,Mondeo,2.0 Ghia,1998,255000.0,Düz,Benzin,Hatchback/5,1988.0,130.0,Önden Çekiş,8.3,61.0,0.0,0,1
 Afyonkarahisar,380000.0,Ford,Focus,1.6 Ambiente,1999,303000.0,Düz,LPG & Benzin,Sedan,1596.0,100.0,Önden Çekiş,6.9,55.0,0.0,1,1
 Afyonkarahisar,512500.0,Volkswagen,Polo,1.4 Trendline,2005,133000.0,Düz,LPG & Benzin,Hatchback/5,1390.0,75.0,Önden Çekiş,6.6,45.0,2017.0,0,4
 Afyonkarahisar,670000.0,Volkswagen,Jetta,1.6 TDi Comfortline,2011,165000.0,Yarı Otomatik,Dizel,Sedan,1598.0,105.0,Önden Çekiş,4.8,55.0,0.0,3,3
 Afyonkarahisar,230000.0,Hyundai,Accent,1.3 LS,1998,339000.0,Düz,LPG & Benzin,Sedan,1201.0,,-,7.4,45.0,0.0,1,5
 Afyonkarahisar,402000.0,Citroen,C3,1.4 SX,2006,160000.0,Düz,Benzin,Hatchback/5,1360.0,76.0,Önden Çekiş,6.1,47.0,0.0,0,0
 Afyonkarahisar,569000.0,Opel,Astra,1.6 Enjoy Plus,2013,184200.0,Düz,LPG & Benzin,Sedan,1598.0,115.0,Önden Çekiş,6.8,52.0,0.0,0,0
 Afyonkarahisar,1285000.0,Volkswagen,Golf,1.6 TDi BlueMotion Highline,2017,160000.0,Yarı Otomatik,Dizel,Hatchback/5,1598.0,115.0,Önden Çekiş,4.2,50.0,0.0,0,0
 Afyonkarahisar,1155000.0,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2014,167000.0,Düz,Dizel,Sedan,1598.0,105.0,Önden Çekiş,4.3,70.0,0.0,0,2
 Afyonkarahisar,290000.0,Tofaş,Doğan,SLX ie,1997,150000.0,Düz,LPG & Benzin,Sedan,1581.0,96.0,Arkadan İtiş,6.6,45.0,0.0,0,0
 Afyonkarahisar,260000.0,Renault,Clio,1.4 RN,2000,257000.0,Düz,LPG & Benzin,Sedan,1390.0,75.0,Önden Çekiş,7.1,50.0,0.0,1,0
 Afyonkarahisar,129000.0,Tofaş,Doğan,L,1990,300000.0,Düz,LPG & Benzin,Sedan,1581.0,83.0,Arkadan İtiş,6.5,50.0,0.0,0,0
 Afyonkarahisar,650000.0,Honda,Civic,1.6 i-VTEC Premium,2007,260000.0,Düz,Benzin,Sedan,1595.0,125.0,Önden Çekiş,6.7,50.0,0.0,0,4
 Afyonkarahisar,650000.0,Volkswagen,Polo,1.4 Comfortline,2011,221000.0,Düz,LPG & Benzin,Hatchback/5,1390.0,85.0,Önden Çekiş,5.9,45.0,0.0,0,4
 Afyonkarahisar,750000.0,Mercedes - Benz,C,C 200 Kompressor Avantgarde,2001,365000.0,Otomatik,LPG & Benzin,Sedan,1998.0,163.0,Arkadan İtiş,9.2,62.0,0.0,1,0
 Afyonkarahisar,920000.0,Mazda,3,1.5 SkyActive-G Reflex,2014,138000.0,Düz,Benzin,Sedan,1496.0,120.0,Önden Çekiş,5.0,51.0,0.0,0,0
 Afyonkarahisar,450000.0,Opel,Zafira,1.6 Elegance,2004,264500.0,Düz,LPG & Benzin,MPV,1598.0,100.0,Önden Çekiş,7.9,58.0,0.0,0,2
 Afyonkarahisar,290000.0,Volkswagen,Golf,1.6 Trendline,2001,350000.0,Düz,LPG & Benzin,Hatchback/5,1595.0,105.0,Önden Çekiş,6.8,55.0,0.0,1,5
 Afyonkarahisar,295000.0,Fiat,Linea,1.3 Multijet Active Plus,2012,365000.0,Düz,Dizel,Sedan,1248.0,90.0,Önden Çekiş,4.9,45.0,0.0,2,0
 Afyonkarahisar,359000.0,Ford,Fiesta,1.4 TDCi Comfort,2004,287900.0,Düz,Dizel,Hatchback/5,1399.0,68.0,Önden Çekiş,4.3,45.0,0.0,0,7
 Afyonkarahisar,230000.0,Opel,Vectra,2.0 GLS,1995,284000.0,Otomatik,LPG & Benzin,Sedan,1998.0,115.0,Önden Çekiş,8.7,61.0,0.0,0,2
 Afyonkarahisar,580000.0,BMW,3 Serisi,320i,2000,390000.0,Otomatik,LPG & Benzin,Sedan,1991.0,170.0,Arkadan İtiş,9.4,63.0,0.0,0,0
 Afyonkarahisar,849500.0,Toyota,Corolla,1.4 D-4D Premium,2014,228000.0,Otomatik,Dizel,Sedan,1201.0,76.0,Önden Çekiş,4.1,55.0,0.0,0,0
 Afyonkarahisar,700000.0,Toyota,Corolla,1.33 Comfort,2011,175000.0,Düz,LPG & Benzin,Sedan,1329.0,99.0,Önden Çekiş,5.9,55.0,0.0,0,0
 Afyonkarahisar,250000.0,Opel,Vectra,2.0 CD,1999,273500.0,Düz,LPG & Benzin,Sedan,1998.0,136.0,Önden Çekiş,8.5,60.0,0.0,0,1
 Afyonkarahisar,375000.0,Hyundai,Accent Era,1.5 CRDi-VGT Select,2007,285000.0,Düz,Dizel,Sedan,1493.0,110.0,Önden Çekiş,4.6,45.0,0.0,2,0
 Afyonkarahisar,275000.0,Volkswagen,Polo,1.6 Classic,1999,275000.0,Düz,LPG & Benzin,Sedan,1595.0,100.0,Önden Çekiş,7.9,45.0,0.0,0,3
 Afyonkarahisar,710000.0,Renault,Clio,1.5 dCi Joy,2015,159000.0,Düz,Dizel,Hatchback/5,1461.0,75.0,Önden Çekiş,3.6,45.0,0.0,0,0
 Afyonkarahisar,319000.0,Fiat,Panda,1.2 Dynamic,2011,195000.0,Düz,LPG & Benzin,Hatchback/5,1242.0,69.0,Önden Çekiş,4.9,35.0,0.0,2,2
 Afyonkarahisar,1249999.0,Honda,City,1.5 i-VTEC Executive,2022,34500.0,Otomatik,Benzin,Sedan,1498.0,121.0,Önden Çekiş,6.2,40.0,0.0,0,0
 Afyonkarahisar,525000.0,Renault,Megane,1.5 dCi Expression,2007,189000.0,Otomatik,Dizel,Sedan,1461.0,100.0,Önden Çekiş,5.8,60.0,0.0,0,0
 Afyonkarahisar,250000.0,Opel,Astra,1.6,1994,310000.0,Düz,LPG & Benzin,-,1598.0,71.0,Önden Çekiş,7.1,52.0,0.0,1,0
 Afyonkarahisar,1100000.0,Opel,Astra,1.6 CDTI Elite,2016,132000.0,Otomatik,Dizel,Sedan,1598.0,136.0,Önden Çekiş,5.1,56.0,0.0,0,0
 Afyonkarahisar,350000.0,BMW,5 Serisi,520i Standart,1995,455000.0,Düz,LPG & Benzin,Sedan,1991.0,150.0,Arkadan İtiş,9.9,80.0,0.0,0,11
 Afyonkarahisar,420000.0,Peugeot,407,1.6 HDi Executive,2008,377000.0,Düz,Dizel,Sedan,1560.0,112.0,Önden Çekiş,5.5,66.0,0.0,0,3
 Afyonkarahisar,460000.0,Renault,Clio,1.2 Expression,2006,125000.0,Düz,Benzin,Hatchback/5,1149.0,75.0,Önden Çekiş,5.9,55.0,370.0,0,2
 Afyonkarahisar,675000.0,Fiat,Egea,1.3 Multijet Easy,2017,199800.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş,4.1,45.0,0.0,0,0
 Afyonkarahisar,1769000.0,BMW,5 Serisi,520i Premium,2015,150000.0,Otomatik,Benzin,Sedan,1401.0,151.0,Arkadan İtiş,6.7,70.0,14024.0,0,0
 Afyonkarahisar,390000.0,Opel,Corsa,1.0 Eco Club,2003,190000.0,Düz,Benzin,Hatchback/5,973.0,58.0,Önden Çekiş,5.6,44.0,0.0,1,3
 Afyonkarahisar,270000.0,Fiat,Palio,1.4 EL,2000,250000.0,Düz,LPG & Benzin,Hatchback/5,1368.0,77.0,Önden Çekiş,6.1,51.0,0.0,0,0
 Afyonkarahisar,1250000.0,Hyundai,Elantra,1.6 CRDi Elite Plus,2017,123000.0,Yarı Otomatik,Dizel,Sedan,1582.0,136.0,Önden Çekiş,4.1,50.0,0.0,0,0
 Afyonkarahisar,490000.0,Peugeot,301,1.6 HDi Active,2014,256500.0,Düz,Dizel,Sedan,1560.0,93.0,Önden Çekiş,4.3,50.0,0.0,0,3
 Afyonkarahisar,550000.0,Chevrolet,Cruze,1.6 LS,2011,206000.0,Düz,LPG & Benzin,Sedan,1598.0,124.0,Önden Çekiş,6.5,60.0,0.0,1,3
 Afyonkarahisar,450000.0,Renault,Megane,1.5 dCi Authentique,2008,220000.0,Düz,Dizel,Sedan,1461.0,105.0,Önden Çekiş,4.9,60.0,0.0,0,2
 Afyonkarahisar,925000.0,Audi,A4,A4 Sedan 2.0 TDI,2010,265000.0,Otomatik,Dizel,Sedan,1968.0,143.0,Önden Çekiş,5.8,65.0,0.0,0,1
 Afyonkarahisar,945000.0,Peugeot,308,1.2 VTi Allure,2014,103000.0,Otomatik,Benzin,Hatchback/5,1199.0,132.0,Önden Çekiş,5.1,53.0,0.0,0,0
 Afyonkarahisar,300000.0,Hyundai,Accent,1.5 1.5i GLS,2001,240000.0,Düz,LPG & Benzin,Sedan,1495.0,102.0,Önden Çekiş,6.9,45.0,0.0,0,0
 Afyonkarahisar,595000.0,Ford,Focus,1.6 TDCi Collection,2011,226000.0,Düz,Dizel,Hatchback/5,1560.0,90.0,Önden Çekiş,4.7,55.0,0.0,2,4
 Afyonkarahisar,425000.0,Citroen,C4,1.6 HDi SX,2010,228000.0,Düz,Dizel,Hatchback/5,1560.0,91.0,Önden Çekiş,4.7,60.0,0.0,1,0
 Afyonkarahisar,310000.0,Opel,Meriva,1.3 CDTI Enjoy,2007,227000.0,Düz,Dizel,MPV,1248.0,75.0,Önden Çekiş,5.0,53.0,0.0,1,4
 Afyonkarahisar,1430000.0,Renault,Clio,1.0 TCe Techno Esprit Alpine,2024,15000.0,Otomatik,LPG & Benzin,Hatchback/5,999.0,90.0,Önden Çekiş,6.0,42.0,0.0,0,0
 Afyonkarahisar,355000.0,Volkswagen,Polo,1.4 TDi Goal,2007,289000.0,Düz,Dizel,Hatchback/5,1422.0,70.0,Önden Çekiş,4.7,45.0,0.0,0,0
 Afyonkarahisar,369000.0,Opel,Astra,1.6 CD,1998,314000.0,Düz,LPG & Benzin,Hatchback/5,1598.0,100.0,Önden Çekiş,7.4,52.0,0.0,0,0
 Afyonkarahisar,430000.0,Renault,Laguna,1.6 Expression,2004,179100.0,Düz,LPG & Benzin,Station wagon,1598.0,107.0,Önden Çekiş,7.4,70.0,0.0,0,3
 Afyonkarahisar,385000.0,Hyundai,Sonata,2.0 GLS,2004,240000.0,Otomatik,LPG & Benzin,Sedan,1997.0,131.0,Önden Çekiş,9.5,65.0,0.0,0,0
 Afyonkarahisar,689000.0,Volkswagen,Golf,1.4 TSi Comfortline,2009,260000.0,Yarı Otomatik,Benzin,Hatchback/5,1390.0,122.0,Önden Çekiş,6.0,55.0,0.0,2,3
 Afyonkarahisar,462000.0,Chevrolet,Aveo,1.4 LT,2013,139990.0,Düz,LPG & Benzin,Sedan,1398.0,100.0,Önden Çekiş,5.9,46.0,0.0,0,0
 Afyonkarahisar,735000.0,Toyota,Corolla,1.4 D-4D Elegant,2011,200000.0,Yarı Otomatik,Dizel,Sedan,1364.0,90.0,Önden Çekiş,4.8,55.0,0.0,0,0
 Afyonkarahisar,700000.0,Peugeot,301,1.6 HDi Active,2018,210000.0,Düz,Dizel,Sedan,1560.0,93.0,Önden Çekiş,4.3,50.0,0.0,0,0
 Afyonkarahisar,900000.0,Fiat,Egea,1.4 Fire Easy,2020,6000.0,Düz,Benzin,Sedan,1368.0,95.0,Önden Çekiş,5.7,45.0,0.0,0,0
 Afyonkarahisar,400000.0,Opel,Vectra,1.6 Elegance,2004,274000.0,Düz,Benzin,Sedan,1598.0,100.0,Önden Çekiş,7.5,61.0,0.0,1,2
 Afyonkarahisar,250000.0,Opel,Vectra,2.0 GLS,1997,303000.0,Düz,LPG & Benzin,Sedan,1998.0,136.0,Önden Çekiş,8.7,61.0,0.0,0,8
 Afyonkarahisar,490000.0,Opel,Astra,1.3 CDTI Enjoy,2008,219000.0,Düz,Dizel,Hatchback/5,1248.0,90.0,Önden Çekiş,4.8,52.0,0.0,0,1
 Afyonkarahisar,545000.0,Ford,Focus,1.6 TDCi Trend,2010,230000.0,Düz,Dizel,Hatchback/5,1560.0,110.0,Önden Çekiş,4.5,55.0,0.0,0,8
 Afyonkarahisar,320000.0,Volkswagen,Passat,1.9 TDi Comfortline,2000,300000.0,Otomatik,Dizel,Sedan,1896.0,110.0,Önden Çekiş,6.5,62.0,2000.0,1,9
 Afyonkarahisar,2100000.0,Skoda,Octavia,1.5 e-Tec Premium,2023,34000.0,Yarı Otomatik,Hibrit,Hatchback/5,1498.0,150.0,Önden Çekiş,4.7,48.0,0.0,0,0
 Afyonkarahisar,270000.0,Fiat,Palio,1.3 Multijet Active,2005,331000.0,Düz,Dizel,Hatchback/5,1248.0,70.0,Önden Çekiş,4.6,51.0,0.0,0,0
 Afyonkarahisar,555000.0,Renault,Symbol,1.2 Authentique,2011,73000.0,Düz,Benzin,Sedan,1149.0,75.0,Önden Çekiş,5.9,50.0,0.0,0,0
 Afyonkarahisar,1090000.0,BMW,3 Serisi,316i M Sport,2015,249000.0,Otomatik,Benzin,Sedan,1598.0,136.0,Arkadan İtiş,5.8,60.0,0.0,3,5
 Afyonkarahisar,369900.0,Peugeot,207,1.4 Trendy,2007,292000.0,Düz,Benzin,Hatchback/5,1360.0,91.0,Önden Çekiş,6.4,50.0,0.0,0,7
 Afyonkarahisar,240000.0,Renault,Clio,1.4 RTA,2000,240000.0,Düz,LPG & Benzin,Hatchback/5,1390.0,75.0,Önden Çekiş,6.8,50.0,3.0,2,10
 Afyonkarahisar,754999.0,Honda,Civic,1.6 i-VTEC Elegance,2011,187000.0,Düz,LPG & Benzin,Sedan,1595.0,125.0,Önden Çekiş,6.7,50.0,0.0,1,4
 Afyonkarahisar,700000.0,Volkswagen,Jetta,1.6 Primeline,2010,156000.0,Düz,LPG & Benzin,Sedan,1595.0,102.0,Önden Çekiş,7.4,55.0,0.0,0,1
 Afyonkarahisar,715000.0,Renault,Clio,1.0 SCe Joy,2021,99000.0,Düz,Benzin,Hatchback/5,999.0,72.0,Önden Çekiş,4.9,42.0,0.0,0,0
 Afyonkarahisar,325000.0,Volkswagen,Polo,1.6 Classic,2001,260000.0,Düz,LPG & Benzin,Sedan,1598.0,75.0,Önden Çekiş,7.1,45.0,0.0,0,2
 Afyonkarahisar,770000.0,Ford,Fiesta,1.6 Trend,2013,163000.0,Yarı Otomatik,LPG & Benzin,Hatchback/5,1596.0,105.0,Önden Çekiş,5.9,42.0,0.0,0,0
 Afyonkarahisar,530000.0,Opel,Vectra,1.6 Comfort,2006,286000.0,Düz,LPG & Benzin,Sedan,1598.0,105.0,Önden Çekiş,6.9,61.0,0.0,0,0
 Afyonkarahisar,260000.0,Hyundai,Accent,1.3 LX,2001,315000.0,Düz,LPG & Benzin,Sedan,1341.0,86.0,Önden Çekiş,6.7,45.0,0.0,0,12
 Afyonkarahisar,665000.0,Mitsubishi,Lancer,1.6 Invite,2011,209000.0,Düz,LPG & Benzin,Sedan,1590.0,117.0,Önden Çekiş,5.7,59.0,0.0,0,2
 Afyonkarahisar,1225000.0,Opel,Corsa,1.2 Turbo Edition,2023,43600.0,Otomatik,Benzin,Hatchback/5,1199.0,100.0,Önden Çekiş,6.2,44.0,0.0,0,0
 Afyonkarahisar,245000.0,Opel,Astra,1.6 GLS,1998,300000.0,Düz,LPG & Benzin,Sedan,1598.0,100.0,Önden Çekiş,7.2,52.0,0.0,0,0
 Afyonkarahisar,540000.0,Toyota,Corolla,1.6 Verso,2004,230735.0,Düz,LPG & Benzin,MPV,1598.0,110.0,Önden Çekiş,7.3,55.0,0.0,0,0
 Afyonkarahisar,1190000.0,BMW,5 Serisi,520d Dynamic,2012,340000.0,Otomatik,Dizel,Sedan,1995.0,184.0,Arkadan İtiş,5.2,70.0,0.0,1,0
 Afyonkarahisar,720000.0,Fiat,Egea,1.4 Fire Easy,2018,36000.0,Düz,Benzin,Sedan,1368.0,95.0,Önden Çekiş,5.7,45.0,0.0,0,0
 Afyonkarahisar,367000.0,Seat,Ibiza,1.4 Stella,2002,273000.0,Düz,LPG & Benzin,Hatchback/5,1390.0,75.0,Önden Çekiş,6.4,45.0,0.0,0,12
 Afyonkarahisar,315000.0,Mercedes - Benz,200,E,1991,520000.0,Otomatik,LPG & Benzin,Sedan,1801.0,,-,10.0,70.0,0.0,0,6
 Afyonkarahisar,400000.0,Opel,Corsa,1.3 CDTI Color Edition,2012,320000.0,Düz,Dizel,Hatchback/5,1248.0,75.0,Önden Çekiş,4.2,45.0,0.0,0,12
 Afyonkarahisar,625000.0,Hyundai,i20,1.2 MPI Jump,2015,165000.0,Düz,LPG & Benzin,Hatchback/5,1248.0,84.0,Önden Çekiş,5.1,50.0,0.0,1,5
 Afyonkarahisar,280000.0,Fiat,Palio,1.4 EL,1998,197000.0,Düz,LPG & Benzin,Hatchback/5,1368.0,77.0,Önden Çekiş,6.1,51.0,0.0,0,0
 Afyonkarahisar,650000.0,Opel,Astra,1.4 T Sport Still,2012,240000.0,Düz,Benzin,Sedan,1364.0,140.0,Önden Çekiş,6.2,56.0,0.0,0,0
 Afyonkarahisar,650000.0,Opel,Astra,1.4 T Sport Still,2012,240000.0,Düz,Benzin,Sedan,1364.0,140.0,Önden Çekiş,6.2,56.0,0.0,0,0
 Afyonkarahisar,190000.0,Lada,Vega,1.5,2005,310000.0,Düz,LPG & Benzin,Hatchback/5,1499.0,77.0,Önden Çekiş,7.4,43.0,0.0,0,10
 Afyonkarahisar,390000.0,Opel,Astra,1.6 Comfort,2001,276000.0,Düz,LPG & Benzin,Hatchback/5,1598.0,100.0,Önden Çekiş,7.1,52.0,0.0,0,0
 Afyonkarahisar,525000.0,Toyota,Corolla,1.6 Terra VVT-i,2005,187000.0,Düz,LPG & Benzin,Hatchback/3,1598.0,110.0,Önden Çekiş,7.0,55.0,913.0,3,1
 Afyonkarahisar,285000.0,Renault,Scenic,2.0 RXT,1999,383000.0,Düz,LPG & Benzin,MPV,1998.0,115.0,Önden Çekiş,9.3,60.0,0.0,0,0
 Afyonkarahisar,600000.0,Nissan,Micra,1.2 Passion,2012,169000.0,Otomatik,Benzin,Hatchback/5,1198.0,80.0,Önden Çekiş,5.4,41.0,0.0,3,6
 Afyonkarahisar,110000.0,Lada,Samara,1.5,1993,144000.0,Düz,LPG & Benzin,Hatchback/5,1499.0,68.0,Önden Çekiş,7.3,45.0,0.0,0,0
 Afyonkarahisar,340000.0,Nissan,Primera,1.6 Comfort,2000,202000.0,Düz,LPG & Benzin,Sedan,1597.0,100.0,Önden Çekiş,7.2,60.0,0.0,0,6
 Afyonkarahisar,829999.0,Fiat,Egea,1.4 Fire Easy Plus,2023,30600.0,Düz,Benzin,Sedan,1368.0,95.0,Önden Çekiş,6.4,45.0,0.0,0,0
 Afyonkarahisar,520000.0,Opel,Astra,1.6 Cosmo,2008,273000.0,Düz,LPG & Benzin,Hatchback/5,1598.0,115.0,Önden Çekiş,6.7,52.0,0.0,0,4
 Afyonkarahisar,480000.0,Ford,Fiesta,1.4 TDCi Trend,2009,312000.0,Düz,Dizel,Hatchback/5,1399.0,70.0,Önden Çekiş,4.3,45.0,0.0,1,0
 Afyonkarahisar,285000.0,Fiat,Albea,1.4 Fire Active,2007,296000.0,Düz,LPG & Benzin,Sedan,1368.0,77.0,Önden Çekiş,6.1,45.0,0.0,1,10
 Afyonkarahisar,270000.0,Citroen,Xsara,1.9 D,2006,250000.0,Düz,Dizel,Hatchback/5,1868.0,70.0,Önden Çekiş,6.2,54.0,0.0,1,0
 Afyonkarahisar,405000.0,Audi,A4,A4 Sedan 1.8 T Quattro,1998,314000.0,Düz,LPG & Benzin,Sedan,1781.0,150.0,4WD (Sürekli),8.9,62.0,0.0,0,0
 Afyonkarahisar,345000.0,Renault,Symbol,1.5 dCi Joy,2014,229921.0,Düz,Dizel,Sedan,1461.0,75.0,Önden Çekiş,3.9,50.0,0.0,0,0
 Afyonkarahisar,450000.0,Hyundai,Getz,1.4 DOHC HY KLM,2008,223300.0,Düz,LPG & Benzin,Hatchback/5,1399.0,97.0,Önden Çekiş,6.0,45.0,2.0,0,4
 Afyonkarahisar,875000.0,Audi,A4,A4 Sedan 2.0 TDI,2012,361000.0,Otomatik,Dizel,Sedan,1968.0,177.0,Önden Çekiş,4.8,63.0,0.0,0,0
 Afyonkarahisar,645000.0,Opel,Astra,1.3 CDTI Essentia,2012,256000.0,Düz,Dizel,Hatchback/5,1248.0,90.0,Önden Çekiş,4.9,52.0,0.0,0,0
 Afyonkarahisar,890000.0,Volkswagen,Passat,1.6 TDi BlueMotion Trendline,2013,199500.0,Otomatik,Benzin,Sedan,1401.0,101.0,Önden Çekiş,4.3,70.0,16.0,0,6
 Afyonkarahisar,556999.0,Peugeot,301,1.6 HDi Active,2014,222000.0,Düz,Dizel,Sedan,1560.0,93.0,Önden Çekiş,4.3,50.0,3700.0,2,2
 Afyonkarahisar,466000.0,Fiat,Linea,1.3 Multijet Active Plus,2012,197000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş,4.9,45.0,0.0,0,2
 Afyonkarahisar,775000.0,Peugeot,208,1.2 PureTech Active,2016,83000.0,Yarı Otomatik,Benzin,Hatchback/5,1199.0,83.0,Önden Çekiş,4.2,50.0,0.0,0,0
 Afyonkarahisar,327500.0,Fiat,Palio,1.3 Multijet Active,2008,46500.0,Düz,Dizel,Hatchback/5,1248.0,70.0,Önden Çekiş,4.6,51.0,0.0,0,0
 Afyonkarahisar,260000.0,Fiat,Albea,1.3 Multijet Active,2005,253000.0,Düz,Dizel,Sedan,1248.0,70.0,Önden Çekiş,4.7,48.0,0.0,0,0
 Afyonkarahisar,865000.0,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2012,249000.0,Düz,Dizel,Sedan,1598.0,105.0,Önden Çekiş,4.3,70.0,0.0,0,2
 Afyonkarahisar,380000.0,Fiat,Linea,1.3 Multijet Active Plus,2012,256000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş,4.9,45.0,0.0,2,4
 Afyonkarahisar,360000.0,Opel,Astra,1.6 GL,2000,318000.0,Düz,LPG & Benzin,Hatchback/5,1598.0,75.0,Önden Çekiş,6.4,52.0,0.0,0,0
 Afyonkarahisar,350000.0,Opel,Vectra,1.6 Comfort,2001,204000.0,Düz,LPG & Benzin,Sedan,1598.0,100.0,Önden Çekiş,7.2,60.0,0.0,0,0
 Afyonkarahisar,649000.0,Mercedes - Benz,200,E,1996,395500.0,Düz,LPG & Benzin,Sedan,1801.0,126.0,Arkadan İtiş,10.0,70.0,0.0,0,0
 Afyonkarahisar,120000.0,Tofaş,Doğan,L,1990,1000000.0,Düz,LPG & Benzin,Sedan,1581.0,83.0,Arkadan İtiş,6.5,50.0,0.0,0,0
 Afyonkarahisar,2395000.0,Audi,A6,A6 Sedan 2.0 TDI,2015,245000.0,Yarı Otomatik,Dizel,Sedan,1968.0,190.0,Önden Çekiş,4.4,65.0,0.0,0,0
 Afyonkarahisar,332500.0,Opel,Astra,1.6 Enjoy,2004,250000.0,Düz,LPG & Benzin,Hatchback/5,1598.0,105.0,Önden Çekiş,6.6,52.0,0.0,2,3
 Afyonkarahisar,385000.0,Fiat,Linea,1.3 Multijet Active Plus,2013,337000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş,4.9,45.0,0.0,1,4
 Afyonkarahisar,500000.0,Hyundai,i30,1.6 GDi Style,2012,223100.0,Düz,LPG & Benzin,Hatchback/5,1591.0,135.0,Önden Çekiş,5.7,53.0,0.0,4,4
